id,region,year,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price,manufacturer
7401,eugene,2005,good,8 cylinders,gas,121240,clean,automatic,fwd,full-size,coupe,blue,or,8361,chevrolet
7402,new haven,2012,excellent,6 cylinders,gas,88777,clean,automatic,fwd,mid-size,sedan,black,ct,14586,bmw
7403,st cloud,2008,excellent,6 cylinders,gas,116604,,manual,4wd,mid-size,,red,mn,16585,bmw
7404,madison,2013,like new,4 cylinders,gas,151203,salvage,automatic,fwd,mid-size,sedan,black,wi,4043,kia
7405,columbus,2000,like new,6 cylinders,gas,135475,clean,automatic,4wd,mid-size,SUV,red,oh,20827,chevrolet
7406,las vegas,2008,good,6 cylinders,gas,148451,clean,automatic,4wd,full-size,sedan,black,nv,20945,bmw
7407,akron / canton,2009,good,4 cylinders,gas,117387,clean,manual,fwd,full-size,hatchback,black,oh,6309,toyota
7408,mankato,2001,excellent,6 cylinders,gas,132117,clean,manual,rwd,full-size,pickup,green,mn,8569,chevrolet
7409,fayetteville,1999,fair,6 cylinders,gas,79483,clean,automatic,fwd,full-size,coupe,black,nc,3354,buick
7410,central NJ,2018,excellent,6 cylinders,diesel,57274,salvage,automatic,4wd,full-size,truck,black,,47699,chevrolet
7411,ann arbor,2015,excellent,4 cylinders,,72157,salvage,automatic,fwd,mid-size,sedan,blue,mi,19110,buick
7412,san antonio,2010,excellent,4 cylinders,gas,147558,clean,automatic,fwd,mid-size,sedan,green,tx,7254,bmw
7413,yakima,2010,like new,8 cylinders,gas,111542,clean,automatic,4wd,full-size,SUV,white,wa,23088,land rover
7414,evansville,2016,excellent,6 cylinders,gas,203447,rebuilt,automatic,4wd,mid-size,SUV,silver,,9955,saturn
7415,daytona beach,1996,excellent,8 cylinders,diesel,111812,clean,automatic,4wd,full-size,pickup,black,fl,21776,ford
7416,eastern CT,2020,new,4 cylinders,gas,154473,rebuilt,manual,fwd,mid-size,SUV,green,ct,10328,toyota
7417,mohave county,2015,excellent,4 cylinders,gas,115230,lien,automatic,fwd,full-size,sedan,black,az,12601,chevrolet
7418,york,2008,excellent,6 cylinders,gas,46108,clean,automatic,rwd,full-size,sedan,silver,pa,20642,bmw
7419,rhode island,2000,excellent,6 cylinders,gas,114716,,manual,rwd,sub-compact,,silver,ri,4022,bmw
7420,evansville,2016,excellent,6 cylinders,gas,107955,clean,automatic,fwd,mid-size,sedan,blue,in,9153,nissan
7421,boise,2008,excellent,6 cylinders,diesel,103150,clean,automatic,4wd,full-size,truck,black,id,20370,ram
7422,st cloud,2010,excellent,4 cylinders,,82395,clean,automatic,4wd,mid-size,truck,black,mn,19570,ford
7423,north jersey,2013,like new,4 cylinders,gas,23956,,automatic,fwd,full-size,,grey,nj,6733,buick
7424,albany,2015,excellent,4 cylinders,gas,30865,rebuilt,automatic,4wd,mid-size,pickup,black,,40033,chevrolet
7425,albany,2001,excellent,6 cylinders,gas,163848,clean,manual,fwd,compact,convertible,black,ny,3806,bmw
7426,pittsburgh,2017,like new,4 cylinders,gas,142601,clean,automatic,4wd,mid-size,SUV,black,pa,22562,jeep
7427,new hampshire,2010,excellent,4 cylinders,gas,308724,clean,manual,4wd,compact,sedan,blue,nh,6044,chevrolet
7428,phoenix,1994,excellent,8 cylinders,diesel,106895,clean,automatic,4wd,full-size,truck,white,az,41989,ford
7429,evansville,2008,excellent,6 cylinders,diesel,95470,clean,automatic,rwd,full-size,truck,red,in,18406,chevrolet
7430,grand forks,1992,good,6 cylinders,gas,173953,rebuilt,manual,4wd,mid-size,SUV,green,nd,24916,bmw
7431,lancaster,2004,excellent,6 cylinders,gas,165509,clean,automatic,4wd,full-size,SUV,blue,pa,5986,jeep
7432,sarasota-bradenton,2012,excellent,6 cylinders,gas,88104,clean,automatic,fwd,full-size,SUV,blue,fl,7564,acura
7433,phoenix,2007,like new,6 cylinders,gas,174114,clean,automatic,fwd,mid-size,sedan,silver,az,5420,acura
7434,roseburg,2016,excellent,6 cylinders,gas,3818,rebuilt,automatic,fwd,full-size,sedan,black,,20162,mitsubishi
7435,daytona beach,2014,excellent,6 cylinders,,15413,clean,automatic,fwd,full-size,sedan,grey,,20247,ford
7436,south coast,2006,like new,4 cylinders,gas,97684,clean,automatic,fwd,full-size,sedan,black,ma,4626,toyota
7437,el paso,2012,excellent,5 cylinders,gas,87218,rebuilt,automatic,fwd,mid-size,sedan,blue,tx,5949,toyota
7438,rochester,2014,excellent,6 cylinders,gas,116516,clean,automatic,fwd,mid-size,sedan,silver,ny,13204,chevrolet
7439,SF bay area,2014,excellent,6 cylinders,gas,174478,clean,manual,fwd,compact,sedan,grey,ca,7792,mazda
7440,santa barbara,1995,good,4 cylinders,gas,175648,clean,automatic,rwd,mid-size,convertible,silver,,3178,ford
7441,portland,2013,excellent,4 cylinders,gas,126048,clean,automatic,4wd,compact,SUV,silver,or,7075,subaru
7442,lawrence,2013,fair,4 cylinders,gas,106911,clean,automatic,fwd,full-size,sedan,grey,ks,4217,kia
7443,toledo,2005,fair,6 cylinders,gas,191551,clean,automatic,rwd,full-size,truck,black,oh,3294,ford
7444,champaign urbana,1987,good,4 cylinders,gas,3837,clean,manual,fwd,mid-size,coupe,white,il,9375,ford
7445,south florida,2010,like new,4 cylinders,gas,45467,rebuilt,automatic,fwd,full-size,sedan,blue,fl,8595,chevrolet
7446,columbus,2008,excellent,4 cylinders,gas,122201,clean,automatic,fwd,mid-size,sedan,silver,oh,6648,volkswagen
7447,san diego,2008,excellent,6 cylinders,gas,152906,salvage,automatic,fwd,full-size,sedan,black,ca,6499,hyundai
7448,mcallen / edinburg,2013,like new,4 cylinders,gas,61106,rebuilt,automatic,fwd,full-size,sedan,blue,tx,7386,ford
7449,sacramento,2009,excellent,6 cylinders,gas,148932,salvage,automatic,fwd,mid-size,sedan,silver,ca,8827,chevrolet
7450,san antonio,2006,excellent,6 cylinders,gas,141541,clean,automatic,fwd,full-size,SUV,black,tx,5663,jeep
7451,SF bay area,2017,excellent,4 cylinders,gas,34473,rebuilt,automatic,fwd,mid-size,sedan,blue,ca,18432,bmw
7452,philadelphia,2004,excellent,4 cylinders,gas,142716,clean,automatic,fwd,full-size,sedan,black,pa,6282,honda
7453,las vegas,2004,good,4 cylinders,gas,74614,clean,automatic,fwd,full-size,sedan,black,nv,7456,ford
7454,wichita,1993,fair,8 cylinders,gas,165065,parts only,manual,rwd,full-size,coupe,green,ks,4331,chevrolet
7455,columbus,2004,good,6 cylinders,gas,373213,clean,automatic,fwd,full-size,pickup,green,oh,2541,ford
7456,fargo / moorhead,2010,excellent,6 cylinders,diesel,114589,clean,manual,4wd,full-size,SUV,silver,mn,15707,bmw
7457,lancaster,2000,excellent,6 cylinders,gas,46658,clean,automatic,rwd,mid-size,mini-van,black,pa,26360,ford
7458,eastern NC,2007,excellent,4 cylinders,gas,125207,salvage,automatic,fwd,mid-size,sedan,silver,nc,3646,mercury
7459,south bend / michiana,2010,good,6 cylinders,gas,108695,clean,automatic,fwd,full-size,sedan,black,in,7190,honda
7460,flint,2008,excellent,8 cylinders,diesel,110798,clean,automatic,4wd,full-size,truck,silver,mi,33935,ram
7461,los angeles,1975,like new,6 cylinders,gas,41261,rebuilt,manual,rwd,compact,sedan,black,ca,6560,pontiac
7462,tallahassee,1996,excellent,6 cylinders,gas,118054,clean,manual,4wd,full-size,SUV,blue,fl,8895,volvo
7463,greenville / upstate,2006,like new,6 cylinders,diesel,139178,clean,automatic,4wd,full-size,pickup,black,sc,31622,ram
7464,birmingham,2008,good,4 cylinders,gas,128486,clean,automatic,fwd,compact,coupe,green,al,3706,ford
7465,albuquerque,2013,good,8 cylinders,gas,31655,salvage,automatic,rwd,full-size,sedan,green,nm,29511,ram
7466,colorado springs,2009,excellent,6 cylinders,gas,79589,rebuilt,automatic,4wd,mid-size,SUV,black,co,16688,jeep
7467,rapid city / west SD,2002,excellent,6 cylinders,diesel,95871,,automatic,4wd,full-size,,white,,35868,chevrolet
7468,inland empire,1999,good,8 cylinders,diesel,141032,clean,manual,4wd,full-size,truck,black,ca,12440,ram
7469,pueblo,2006,fair,8 cylinders,gas,225053,clean,automatic,fwd,full-size,wagon,green,co,6467,chevrolet
7470,spokane / coeur d'alene,2012,excellent,4 cylinders,gas,76349,rebuilt,automatic,fwd,mid-size,sedan,red,id,6268,volkswagen
7471,grand rapids,2006,good,4 cylinders,gas,88582,clean,automatic,fwd,mid-size,sedan,black,,5478,volkswagen
7472,fort wayne,2014,excellent,4 cylinders,gas,92212,clean,automatic,4wd,full-size,SUV,blue,in,15104,audi
7473,fayetteville,2012,excellent,4 cylinders,gas,107921,rebuilt,automatic,fwd,mid-size,sedan,grey,nc,10284,nissan
7474,ventura county,1999,excellent,6 cylinders,gas,145994,clean,automatic,rwd,mid-size,coupe,black,ca,1996,ford
7475,nashville,1999,good,8 cylinders,gas,37801,clean,manual,rwd,full-size,van,black,tn,14832,ford
7476,new york city,2017,excellent,6 cylinders,gas,102807,clean,manual,fwd,mid-size,SUV,white,ny,24601,ford
7477,louisville,2003,like new,6 cylinders,diesel,173126,clean,manual,4wd,full-size,truck,black,,6665,ram
7478,indianapolis,2012,good,4 cylinders,gas,119904,clean,other,fwd,full-size,sedan,yellow,in,7943,chevrolet
7479,rhode island,2005,excellent,6 cylinders,gas,162343,clean,manual,4wd,mid-size,SUV,silver,ri,8833,bmw
7480,richmond,1991,good,8 cylinders,gas,140154,clean,automatic,rwd,full-size,coupe,black,va,15662,cadillac
7481,richmond,2002,good,6 cylinders,,94933,clean,automatic,rwd,full-size,coupe,white,va,16938,chevrolet
7482,omaha / council bluffs,1955,fair,8 cylinders,gas,14328,rebuilt,manual,rwd,mid-size,coupe,red,ia,17804,dodge
7483,modesto,2000,fair,6 cylinders,gas,173297,clean,manual,fwd,full-size,SUV,red,ca,3267,ford
7484,lehigh valley,2012,like new,4 cylinders,gas,117516,clean,automatic,fwd,full-size,sedan,blue,pa,6683,lincoln
7485,merced,2012,like new,4 cylinders,gas,54281,clean,automatic,fwd,full-size,sedan,silver,ca,16736,nissan
7486,ocala,2006,good,6 cylinders,gas,182607,clean,manual,fwd,full-size,coupe,black,fl,2543,mercury
7487,seattle-tacoma,2013,excellent,4 cylinders,gas,200117,clean,automatic,fwd,full-size,SUV,black,wa,7530,honda
7488,pittsburgh,2004,excellent,6 cylinders,gas,103173,rebuilt,automatic,fwd,mid-size,coupe,red,pa,22280,ford
7489,nashville,2001,like new,8 cylinders,gas,344539,clean,manual,4wd,mid-size,pickup,green,,7047,ford
7490,grand rapids,2007,excellent,6 cylinders,gas,90939,clean,automatic,4wd,mid-size,SUV,blue,mi,24648,jeep
7491,central NJ,2011,excellent,6 cylinders,gas,107827,clean,automatic,fwd,mid-size,sedan,blue,nj,9501,kia
7492,harrisburg,2013,good,4 cylinders,gas,157965,clean,automatic,fwd,mid-size,SUV,grey,pa,6400,toyota
7493,albuquerque,2007,excellent,4 cylinders,gas,161735,clean,automatic,fwd,compact,coupe,white,nm,6975,volkswagen
7494,tallahassee,1999,fair,6 cylinders,gas,95005,rebuilt,manual,fwd,compact,convertible,blue,fl,5028,toyota
7495,raleigh / durham / CH,2015,excellent,4 cylinders,gas,41609,clean,automatic,4wd,full-size,SUV,blue,,14511,chevrolet
7496,dallas / fort worth,2012,excellent,4 cylinders,gas,82596,clean,automatic,fwd,mid-size,other,blue,tx,4667,ford
7497,mcallen / edinburg,2007,good,6 cylinders,gas,24413,clean,automatic,fwd,mid-size,sedan,black,tx,7783,ford
7498,scranton / wilkes-barre,2012,excellent,6 cylinders,gas,257286,clean,automatic,fwd,full-size,pickup,black,pa,31491,ford
7499,boise,2005,excellent,6 cylinders,gas,353306,clean,automatic,fwd,full-size,SUV,silver,id,5733,ford
7500,las vegas,1997,excellent,6 cylinders,gas,65216,clean,other,fwd,mid-size,sedan,white,nv,24015,bmw
7501,knoxville,2012,excellent,6 cylinders,gas,82610,rebuilt,automatic,4wd,full-size,SUV,red,tn,22804,jeep
7502,el paso,2014,excellent,6 cylinders,gas,161771,clean,automatic,fwd,compact,sedan,silver,tx,6014,honda
7503,humboldt county,2002,excellent,6 cylinders,gas,216722,clean,manual,fwd,mid-size,sedan,black,ca,4618,kia
7504,atlanta,2011,fair,4 cylinders,gas,101641,clean,manual,fwd,mid-size,sedan,white,ga,6510,chevrolet
7505,pueblo,1997,good,8 cylinders,gas,136569,clean,manual,rwd,full-size,truck,green,co,1531,ford
7506,florence / muscle shoals,2015,like new,4 cylinders,gas,107179,clean,automatic,4wd,mid-size,sedan,grey,al,7718,toyota
7507,syracuse,2005,good,8 cylinders,diesel,129104,clean,automatic,4wd,full-size,pickup,black,ny,8597,ford
7508,rochester,2018,excellent,6 cylinders,gas,77383,parts only,automatic,fwd,mid-size,sedan,blue,ny,16712,dodge
7509,columbia,1999,like new,8 cylinders,gas,60520,clean,automatic,4wd,full-size,coupe,white,sc,12156,ford
7510,phoenix,2002,good,6 cylinders,gas,105361,clean,automatic,rwd,mid-size,SUV,black,az,9373,bmw
7511,detroit metro,2011,excellent,4 cylinders,gas,145120,clean,automatic,fwd,mid-size,sedan,black,mi,1474,hyundai
7512,tucson,2011,like new,4 cylinders,gas,103414,salvage,manual,fwd,full-size,sedan,black,az,5801,bmw
7513,rockford,2005,excellent,6 cylinders,gas,197553,clean,automatic,fwd,mid-size,SUV,silver,il,6471,honda
7514,erie,2008,fair,8 cylinders,diesel,226424,clean,manual,4wd,full-size,truck,brown,pa,3334,ford
7515,bozeman,2005,excellent,8 cylinders,gas,122736,clean,automatic,rwd,mid-size,coupe,green,mt,4144,ford
7516,las vegas,2002,excellent,6 cylinders,gas,28047,clean,other,rwd,compact,coupe,blue,nv,26318,bmw
7517,amarillo,1989,fair,8 cylinders,gas,256175,clean,manual,fwd,full-size,coupe,green,,5408,chevrolet
7518,baltimore,2016,excellent,6 cylinders,gas,128935,clean,automatic,fwd,full-size,SUV,blue,md,27250,ford
7519,"kansas city, MO",1969,excellent,4 cylinders,gas,78825,clean,automatic,fwd,mid-size,sedan,white,mo,15669,ford
7520,tampa bay area,2008,excellent,6 cylinders,,-1,clean,automatic,fwd,full-size,sedan,blue,fl,21430,nissan
7521,"kansas city, MO",2012,like new,4 cylinders,,129799,clean,automatic,fwd,mid-size,sedan,black,mo,8720,buick
7522,appleton-oshkosh-FDL,1998,excellent,6 cylinders,gas,98769,clean,automatic,4wd,mid-size,SUV,black,wi,8837,bmw
7523,austin,2007,fair,6 cylinders,gas,176662,clean,automatic,fwd,mid-size,sedan,black,tx,3471,buick
7524,las vegas,2012,like new,6 cylinders,gas,129702,clean,automatic,fwd,compact,sedan,silver,,5719,bmw
7525,kalamazoo,2014,excellent,4 cylinders,gas,201847,clean,automatic,fwd,full-size,SUV,black,mi,5673,toyota
7526,tampa bay area,2007,excellent,4 cylinders,gas,100183,clean,automatic,fwd,full-size,sedan,silver,fl,6871,toyota
7527,kennewick-pasco-richland,1998,like new,12 cylinders,,97053,rebuilt,manual,rwd,compact,convertible,black,wa,9421,mercedes-benz
7528,raleigh / durham / CH,2016,like new,6 cylinders,gas,48365,clean,automatic,4wd,mid-size,SUV,silver,nc,37501,subaru
7529,fresno / madera,2008,excellent,6 cylinders,gas,110474,salvage,automatic,4wd,mid-size,SUV,silver,ca,2497,bmw
7530,greenville / upstate,2014,excellent,8 cylinders,gas,114365,,automatic,4wd,full-size,,white,,14491,chevrolet
7531,syracuse,2006,good,8 cylinders,gas,213275,clean,manual,4wd,full-size,pickup,black,ny,7315,ford
7532,western slope,1995,excellent,6 cylinders,gas,154521,clean,automatic,rwd,mid-size,coupe,silver,co,8850,bmw
7533,vermont,2010,excellent,4 cylinders,gas,85955,clean,automatic,fwd,mid-size,SUV,black,vt,18914,ford
7534,new york city,2013,excellent,6 cylinders,gas,49950,clean,automatic,4wd,full-size,truck,white,ny,18849,chevrolet
7535,philadelphia,2009,excellent,4 cylinders,gas,69489,clean,automatic,fwd,full-size,sedan,black,pa,14967,kia
7536,orlando,2014,like new,4 cylinders,gas,120896,clean,automatic,fwd,compact,van,grey,fl,6620,ford
7537,topeka,1996,excellent,8 cylinders,diesel,174294,clean,automatic,4wd,full-size,truck,grey,ks,15544,ram
7538,roanoke,2018,like new,4 cylinders,gas,114540,clean,automatic,fwd,compact,sedan,silver,va,9540,mazda
7539,eastern kentucky,2011,excellent,6 cylinders,gas,92837,clean,automatic,4wd,full-size,SUV,black,ky,7971,infiniti
7540,denver,1998,excellent,6 cylinders,diesel,39346,clean,automatic,4wd,full-size,SUV,silver,co,8482,ford
7541,central NJ,2013,good,4 cylinders,gas,67624,lien,automatic,fwd,full-size,truck,white,nj,6473,ford
7542,waterloo / cedar falls,2003,fair,6 cylinders,gas,212077,clean,manual,rwd,mid-size,SUV,grey,ia,21109,jeep
7543,central NJ,1999,good,6 cylinders,gas,145084,clean,manual,4wd,full-size,SUV,white,nj,30603,jeep
7544,prescott,2012,excellent,6 cylinders,gas,99880,salvage,automatic,4wd,mid-size,coupe,black,az,14466,bmw
7545,las vegas,2010,excellent,6 cylinders,gas,94622,clean,manual,fwd,compact,van,red,nv,4921,chrysler
7546,central NJ,2012,good,4 cylinders,gas,61243,rebuilt,other,fwd,mid-size,sedan,black,nj,19480,chevrolet
7547,humboldt county,2012,excellent,4 cylinders,gas,81937,salvage,automatic,fwd,mid-size,sedan,black,ca,13484,nissan
7548,central NJ,2014,good,6 cylinders,gas,30242,clean,automatic,fwd,full-size,van,white,nj,16728,ford
7549,grand rapids,2009,like new,8 cylinders,diesel,155322,,automatic,4wd,full-size,,black,mi,22409,ram
7550,saginaw-midland-baycity,2003,good,8 cylinders,gas,154905,clean,manual,fwd,full-size,SUV,grey,mi,1201,gmc
7551,mobile,2010,excellent,8 cylinders,gas,76092,clean,automatic,fwd,full-size,van,black,al,16563,chevrolet
7552,albuquerque,2013,like new,4 cylinders,gas,85861,clean,automatic,fwd,full-size,sedan,grey,nm,6015,kia
7553,modesto,2011,excellent,6 cylinders,gas,181939,clean,automatic,4wd,mid-size,sedan,silver,ca,3394,bmw
7554,sacramento,2015,like new,4 cylinders,gas,154256,clean,automatic,fwd,compact,sedan,silver,ca,6267,volkswagen
7555,jacksonville,2014,excellent,6 cylinders,gas,102172,clean,automatic,fwd,full-size,pickup,white,fl,6271,chevrolet
7556,scottsbluff / panhandle,2009,fair,4 cylinders,gas,353473,clean,automatic,fwd,full-size,truck,green,ne,3525,chevrolet
7557,syracuse,2020,like new,4 cylinders,gas,3968,clean,manual,fwd,mid-size,sedan,black,ny,12223,ford
7558,phoenix,2010,excellent,4 cylinders,gas,108459,clean,automatic,fwd,mid-size,sedan,green,az,17476,chevrolet
7559,toledo,2011,excellent,8 cylinders,gas,114987,clean,automatic,fwd,full-size,sedan,black,oh,7047,bmw
7560,bend,2014,excellent,4 cylinders,gas,102439,clean,automatic,fwd,full-size,SUV,silver,or,27140,kia
7561,indianapolis,1939,good,8 cylinders,diesel,38900,clean,manual,4wd,full-size,truck,white,in,36552,ford
7562,rhode island,2010,excellent,8 cylinders,gas,99359,clean,automatic,fwd,mid-size,sedan,black,ri,8525,bmw
7563,ventura county,2015,excellent,6 cylinders,gas,120782,clean,manual,4wd,mid-size,truck,black,ca,21197,chevrolet
7564,flint,2007,excellent,6 cylinders,gas,123148,clean,automatic,fwd,full-size,sedan,black,mi,4338,bmw
7565,santa barbara,2014,excellent,6 cylinders,gas,96331,clean,automatic,fwd,mid-size,SUV,black,ca,10333,honda
7566,san diego,2014,excellent,4 cylinders,gas,9372,clean,automatic,fwd,compact,sedan,blue,ca,18193,chevrolet
7567,greenville / upstate,2009,good,8 cylinders,diesel,79155,clean,manual,4wd,full-size,pickup,blue,sc,66176,ram
7568,spokane / coeur d'alene,2006,good,8 cylinders,,174277,clean,automatic,4wd,mid-size,SUV,black,id,18887,chevrolet
7569,denver,2006,excellent,4 cylinders,gas,102194,clean,automatic,fwd,mid-size,sedan,blue,co,14225,ford
7570,high rockies,2009,good,4 cylinders,gas,149493,clean,automatic,rwd,mid-size,SUV,orange,co,18702,ford
7571,ocala,2010,good,4 cylinders,gas,134706,clean,automatic,fwd,mid-size,sedan,silver,fl,4180,hyundai
7572,long island,2011,like new,6 cylinders,gas,29803,clean,automatic,fwd,full-size,mini-van,white,ny,20834,ford
7573,las vegas,2005,like new,6 cylinders,gas,91470,clean,automatic,rwd,mid-size,coupe,black,nv,22261,bmw
7574,sioux falls / SE SD,2016,good,4 cylinders,gas,141442,clean,automatic,fwd,mid-size,sedan,blue,sd,3678,buick
7575,north jersey,2004,excellent,6 cylinders,gas,132212,clean,automatic,fwd,mid-size,sedan,black,nj,4684,mercedes-benz
7576,syracuse,2012,excellent,6 cylinders,gas,81163,rebuilt,automatic,4wd,mid-size,SUV,black,ny,6186,bmw
7577,fayetteville,2001,excellent,6 cylinders,gas,83412,clean,automatic,fwd,mid-size,sedan,black,,14279,toyota
